novel,token,count,suggested_category,chapter_number,sentence_number,context_snippet
noli,carne,2,B,17,17-110,"Magcacaroon tayo ng damit na bagong ucol sa bawa't fiesta, cacain tayo ng carne at malalaking isda...."
noli,pananaguinip,2,B,17,17-122,At nagpatuloy sa gayong pananaguinip....
noli,nagpapalacadlacad,2,B,18,18-7,Umalis ang cura sa sacristia upang tumungo sa convento; sa silong nito'y nangacaupo sa bangco ang pi...
noli,cayamutan,2,B,18,18-8,Nang makita nilang dumarating ang cura ay nangagtindigan; nagpauna sa pagsalubong ang isang babae up...
noli,Napacalabis,2,B,18,18-12,Napacalabis namang totoo ang gayong gawa....
noli,nagcacabilog,2,B,18,18-22,"Hindi agad sumagot si hermana Rufa: nanghingi muna ng isang hitso, nginanga, minasdan ang nagcacabil..."
noli,Nagcamit,2,B,18,18-24,"Nagcamit na ako, buhat ng ako'y mapanig sa Hermandad, ng apat na raa't limampo't pitong mga indulgen..."
noli,kinacamtan,2,B,18,18-25,"Aking itinatala ang lahat ng aking mga kinacamtan, sa pagka't ang ibig ko'y malinis na salitaan; aya..."
noli,articulo,2,B,18,18-46,"At bucod sa rito'y ""in articulo mortis"" (sa horas ng camatayan) ay macapagcacamit pa ako, kung aking..."
noli,cristo,2,B,18,18-73,"—Magaling na totoo ang inyong pagkatalastas, na kung dasalin ang ""Bendita-sea tu Pureza,"" at ang ""Se..."
noli,dulcisimo,2,B,18,18-73,"—Magaling na totoo ang inyong pagkatalastas, na kung dasalin ang ""Bendita-sea tu Pureza,"" at ang ""Se..."
noli,kinucurot,2,B,18,18-84,"Natotowa ang mga alilang babae sa gayong paraang pagbabayad, at ako'y gayon din; sila'y hindi ko pin..."
noli,macaitlong,2,A,18,18-99,"—Gayo nga ang marapat, macaitlong isang Amanamin......."
noli,nacacacuha,2,A,18,18-106,—¡At kayong nagdarasal ng paganya'y hindi kayo nacacacuha ng ano man sa inyong mga pagsisiyam!...
noli,catunaya'y,2,B,18,18-109,"—ang wica ni Rufang tumindig—hindi pa nalalaong nawalan ako ng isang biic, nagdasal ako kay San Anto..."
noli,Casulatan,2,B,18,18-119,Binibigyan tayo ng mga Santong Casulatan ng halimbawa; hindi kinagalitan ng mga hereje at ng mga pro...
noli,cawang,2,B,18,18-119,Binibigyan tayo ng mga Santong Casulatan ng halimbawa; hindi kinagalitan ng mga hereje at ng mga pro...
noli,guinising,2,B,18,18-146,"Nagbihis ng lalong magagaling niyang damit, sinunong ang bacol at napasabayang hindi guinising muna ..."
noli,ipinagtutulacan,2,B,18,18-181,"Nanaog sa hagdanan ang abang babaeng halos ipinagtutulacan, samantalang nagbubulungbulungan ang mga ..."
noli,pinacsa,2,B,18,18-183,"Pagdating niya sa daan, sa pag-aalinlanga'y nagpalingaplingap sa magcabicabila; pagkatapos, tila man..."
noli,lucsa,2,B,19,19-3,"Pinagmamasdan ang tubig ng dalawang taong capuwa pawang lucsa, ang pananamit mula sa isang mataas na..."
noli,namamahagui,2,B,19,19-11,Iniwan ng aking hinalinhan ang escuela upang maghanap buhay sa pagbibili ng tabaco—Inampon ako ng in...
noli,macasusulat,2,A,19,19-16,"—Ngayo'y ginagawa nila ang buong kaya, at sumusulat sila kailan man at macasusulat,—ang isinagot ng ..."
noli,kinacailanga'y,2,B,19,19-40,"Ang unang kinacailanga'y magcaroon ng escuelahan, isang bahay, at hindi gaya ngayong doon ako nagtut..."
noli,macapagturo,2,A,19,19-42,Inyong natatalastas na sa ganya'y hindi maaaring macapagturo at macapag-aral; hindi iguinagalang ng ...
noli,caalang,2,B,19,19-43,"Upang pakinggan ang maestro, ng hindi pag-alinlanganan ang kanyang kapangyarihan, nagcacailangang si..."
noli,Guinamit,2,B,19,19-46,"Guinamit ko ang paraang lalong magaang, na mga salita at mga pangalan, na ano pa't hindi ko isinangc..."
noli,gramatica,2,B,19,19-46,"Guinamit ko ang paraang lalong magaang, na mga salita at mga pangalan, na ano pa't hindi ko isinangc..."
noli,caapihang,2,B,19,19-49,"—Hindi ko dapat icahiya ang pagsasaysay ng mga caapihang aking tinitiis, sino mang malagay sa kinala..."
noli,Nacatindig,2,B,19,19-63,Nacatindig ako; naramdaman kong umaacyat sa aking ulo ang dugo at isang kidlat ang nagpapadilim sa a...
noli,guinaganap,2,B,19,19-76,"Tunay nga't mula, niyao'y totoong kinasusutan ko na ang aking catungculan; nag-isip akong cumita ng ..."
noli,nacatutulong,2,B,19,19-85,"Ang mga pamamalo, sa halimbawa, na buhat sa caunaunahang mula'y siyang saguisag ng mga escuelahan, a..."
noli,guising,2,B,19,19-86,"Napagkilala kong maliwanag na hindi nga mangyayaring macapag-isip kung na sa mga mata ang ""palmeta"" ..."
noli,carayama,2,B,19,19-87,At sa pagka't ng mangyaring malimbag sa ulo ang mga caisipan ay kinacailangang maghari ang catiwasay...
noli,nanglibac,2,B,19,19-96,Nito'y hindi siya nanglibac sa akin....
noli,manumbalic,2,B,19,19-98,"Sa cawacasa'y ipinagtagubilin sa aking ako'y magsipag at manumbalic ako sa unang caugalian, sa pagka..."
noli,pasaclolo,2,B,19,19-99,Hindi huminto rito ang aking casaliwaang palad: ng macaraan ang ilang araw ay nangagsirating sa silo...
noli,Binabangguit,2,B,19,19-110,"Binabangguit nila sa akin ang minamagaling nilang pangangatuwiran ng cura, ni Fulano, ni Zutano, at ..."
noli,pagguiliw,2,B,19,19-114,"Nawala ang catiwasayan, at muling naghari na naman ang capanglawan sa mga mukha ng mga batang nagpap..."
noli,caguiliwan,2,B,19,19-133,"Yamang hindi nila ako mangyaring caguiliwan ngayon, ninais kong may maalaala sila sa aking hindi nap..."
noli,maiicling,2,B,19,19-136,"Sa pagka't hindi manyaring sila'y aking maturuan ng wikang kastila, at hindi ko rin naman maisatagal..."
noli,calagaya'y,2,B,19,19-143,"¡At sa ganitong calagaya'y mamamatay tayo, at ganyan din ang gagawin ng mga ipanganganac, samantalan..."
noli,nacasandal,2,B,20,20-3,Namamasdan sa isang suloc na nacasandal ng mahusay na pagkakahanay ang may sampong mga lumang fusil ...
noli,macaapat,2,A,20,20-42,"Naupo ang gobernadorcillo sa sillong nacalagay sa ibaba ng larawan ng hari, macaapat o macalimang um..."
noli,ica,2,B,20,20-46,¡ejem!... gagawin natin ang fiesta ng ating pintacasing si San Diego sa ica 12 nitong buwan.......
noli,mapacumbabang,2,B,20,20-56,Itulot nga ninyong ako ang maunang magsalita sa pulong na itong kinakikitaan ko ng mga nalilimping t...
noli,capahintulutang,2,B,20,20-61,"Yamang lubhang napacaganda ang inyong calooban at mapagbigay lugod sa ating abang cataohan, sa pagka..."
noli,magbabalic,2,B,20,20-62,"Iniisip ng aking isip na ako'y sumasaguitna ng cagalanggalang na Senado romano, ""senatus populusque ..."
noli,caingguitan,2,B,20,20-67,"Inilarawan naman ng kanyang mga kaibigan sa kanilang mga mata ang dalawang pagtinging iyon, sa kanil..."
noli,pinapanucala,2,B,20,20-81,"""Lubos"" ang aming pagasa na siyang mamagalingin ng ""lahat"" kay sa pinapanucala o mapapanucala ng ami..."
noli,director,2,B,20,20-95,"—¡Ititic po ninyo, ginoong director, ang dalawang daang pisong iniuucol sa teatro!..."
noli,nacatatalos,2,B,20,20-99,Nangagtinginan ang matatanda't ang mga bata sa pangguiguilalas; ang mga nacatatalos lamang ng lihim ...
noli,nacabibingi,2,B,20,20-105,—ang isinalabat ng isang matanda:—hindi nacacagulat sa akin at hindi rin nacabibingi ang isang bomba...
noli,nagcacanlalabis,2,B,20,20-108,"—Bucod pa sa roon, upang makita ng ating mga capit-bayang tayo'y mga taong walang hinayang at nagcac..."
noli,casasabi,2,B,20,20-108,"—Bucod pa sa roon, upang makita ng ating mga capit-bayang tayo'y mga taong walang hinayang at nagcac..."
noli,mabucsan,2,B,20,20-112,"—Sa pagka't marami ang dadalong mayayaman at bawa't isa'y may dalang libolibong piso, at saka ang ka..."
noli,cabutiha'y,2,B,20,20-127,Ang cabutiha'y nagtindig si kapitang Valenting siyang pinacamalamig ang loob sa lahat ng mga conserv...
noli,macasang,2,A,20,20-128,"Hindi kami macasang-ayon sa palagay na munacala ng teniente mayor, sa pagka't sa ganang amin ay napa..."
noli,nacatatanggap,2,B,20,20-143,"Ako sa gannang akin, lamang, kailan ma'y hindi pa ako nacatatanggap ng ano mang kanilang liham na pa..."
noli,Ipinamamanhic,2,B,20,20-153,—Ipinamamanhic ko sa inyong mga camahalang ipagpaumanhing bagamat bata ako'y mangahas magsalita sa h...
noli,princesang,2,B,20,20-176,"¿Ano baga ang princesang iyang nakikihalobilo sa mga paghahamoc, namamahagui ng taga at ulos, nakiki..."
noli,paghahamoc,2,B,20,20-176,"¿Ano baga ang princesang iyang nakikihalobilo sa mga paghahamoc, namamahagui ng taga at ulos, nakiki..."
noli,patacbuhan,2,B,20,20-210,"Macapagtatatag tayo ng isang unahan ng patacbuhan ng mga bangca sa ilog at sa dagatan, patacbuhan ng..."
noli,Casucatan,2,B,20,20-212,"Casucatan na, sa pagbibigay casayahan sa fiesta, ang dalawang bandang musica, at sa ganya'y maiilaga..."
noli,musicong,2,B,20,20-212,"Casucatan na, sa pagbibigay casayahan sa fiesta, ang dalawang bandang musica, at sa ganya'y maiilaga..."
noli,pacatapos,2,B,20,20-212,"Casucatan na, sa pagbibigay casayahan sa fiesta, ang dalawang bandang musica, at sa ganya'y maiilaga..."
noli,camaoo,2,B,20,20-231,At kinuscos ang mga mata ng camaoo....
noli,nagcacagugol,2,B,20,20-233,—¿Nagcacagugol ba ang cura sa fiesta o tayo ang nagcacagugol?...
noli,Tumatacbo,2,B,21,21-1,"Tumatacbo si Sisang patungo sa kanyang bahay, taglay iyong caguluhan ng bait na nangyayari sa ating ..."
noli,dacpin,2,B,21,21-35,"Naparito kami't ng dacpin ang iyong mga anak; ang pinacamatanda'y nacatanan sa amin, ¿saan mo itinag..."
noli,cahihiya'y,2,B,21,21-72,Ang tunay na cahihiya'y nacacakita ng tumitingin sa alin mang daco....
noli,catamistamisan,2,B,21,21-85,Diya'y pinakikiusapan siya ng catamistamisan ng sa kanya'y nangingibig; tinutulungan nito siya ng pa...
noli,malalawac,2,B,21,21-91,"Sa malaking sama ng kanyang loob ay siya'y lumingap sa magcabicabila; malalawac na mga palayan, isan..."
noli,nacakikita,2,B,21,21-117,"At hindi siya nacakikita ng ano man, walang ano mang iniisip, siya'y tumacbo at nagtago; nakita niya..."
noli,humahacbang,2,B,21,21-118,"Tinunuton niya ang pinanggalingan ng voces, na humahacbang siyang halos masungaba sa panglulupaypay;..."
noli,humacbang,2,B,21,21-118,"Tinunuton niya ang pinanggalingan ng voces, na humahacbang siyang halos masungaba sa panglulupaypay;..."
noli,nagpacalugmoc,2,B,21,21-118,"Tinunuton niya ang pinanggalingan ng voces, na humahacbang siyang halos masungaba sa panglulupaypay;..."
noli,caul,2,B,21,21-133,¡iya'y mga caul-ulan lamang ng curipot na fraile!...
noli,nagpalacadlacad,2,B,21,21-141,"Pumasoc siya roong pipi, hindi umiimic, nilibot ang cabahayan, umalis, nagpalacadlacad sa magcabicab..."
noli,Tumacbo,2,B,21,21-142,"Tumacbo, pagkatapos sa bahay ni matandang Tasio, tumawag sa pintuan; ngunit wala roon ang matanda...."
noli,macarinig,2,A,21,21-151,"Nagpatuloy rin siya ng pagpapalacadlacad sa magcabicabila, na sumisigaw o umaatungal ng cacaibang tu..."
noli,guiba,2,B,21,21-152,"Sa buong gabi, pagka umaatungal ang unos, at lumilipad ang hangin ng calaguimlaguim na catulinan, at..."
noli,nacacarinig,2,A,21,21-152,"Sa buong gabi, pagka umaatungal ang unos, at lumilipad ang hangin ng calaguimlaguim na catulinan, at..."
noli,caputian,2,B,22,22-19,Mga azul daw ang kanilang mga mata at ang kanilang mga buhok; na sila'y may mga putong na coronang h...
noli,cacatuwa,2,B,22,22-29,"Pagka ako'y kinacausap niya, siya'y may isang voces na ... sinasabi sa akin ang mga bagay na totoong..."
noli,Maguinaw,2,B,22,22-37,—¡Maguinaw ang hangin!...
noli,Tumbalic,2,B,22,22-41,—¡Tumbalic; ang pakiramdam namin ay caayaaya ang gabi at masarap ang hangin....
noli,nacayacap,2,B,23,23-2,"Sila'y limang mga batang dalagang nangagmamadali ng paglacad, na nagcacacapitcapit o nacayacap kaya ..."
noli,cabataa'y,2,B,23,23-3,Pagkakita sa kanilang mga mukhang ang cabataa'y tumatawa at ang pag asa'y maniningning; sa panonood ...
noli,gumiguising,2,B,23,23-7,"—¡Marahil hindi naman kayo gumiguising ng maagang gaya namin, at marahil hindi naman napacamatulugui..."
noli,Tahimic,2,B,23,23-26,—¿Tahimic baga kaya ang dagatan?...
noli,guinagagad,2,B,23,23-34,"Si Albinong may pagmumukhang palabiro, ng marinig na siya'y binabangguit, nag-anyong mapanglaw at ba..."
noli,nagcacacabit,2,B,23,23-37,"Doo'y kanilang nakita ang dalawang bangcang nagcacacabit, na mainam ang pagkakagayac ng mga pinagtuh..."
noli,pagkakagayac,2,B,23,23-37,"Doo'y kanilang nakita ang dalawang bangcang nagcacacabit, na mainam ang pagkakagayac ng mga pinagtuh..."
noli,pinacumbo,2,B,23,23-37,"Doo'y kanilang nakita ang dalawang bangcang nagcacacabit, na mainam ang pagkakagayac ng mga pinagtuh..."
noli,acordeon,2,B,23,23-40,"Sa isang bangcang lalong marikit ang pagkakagayac ay may isang arpa, mga guitarra, mga acordeon at i..."
noli,curot,2,B,23,23-51,""" na ito'y gawa ng isang curot na sa capanahuna'y ibinigay kay Sinang ng kanyang ina...."
noli,Yapacan,2,B,23,23-70,Yapacan ninyong mabuti ang bunot na sicsic at ng hindi mabunglos....
noli,Pumapasoc,2,B,23,23-73,¡Pumapasoc na ang tubig!...
noli,magcumpisal,2,B,23,23-96,—Iyan nga po ang ginagawa ko—ang sagot naman nito;—kaya't ibig ko na tuloy magcumpisal....
noli,caliwanagang,2,B,23,23-107,"Maganda ang umaga: nagpapasimula na ng pagtinggad ang tubig, at sa liwanag na nanggagaling sa langit..."
noli,napupucaw,2,B,23,23-108,"Halos nangagagalac ang lahat, sinasanghod nila ang mahinang amihang untiunting napupucaw; sampong an..."
noli,Tica,2,B,23,23-110,anang isa kay capitana Tica—¿natatandaan mo ba ng tayo'y nangaliligo sa ilog ng panahong dalaga pa t...
noli,bancang,2,B,23,23-111,"Di caguinsaguinsa'y dumarating na dala ng agos ang malilit na bancang upac ng saguing, na may lulang..."
noli,nasubucan,2,B,23,23-121,Hindi miminsang nasubucan ang taong ito ni Maria Clarang siya'y pinagmamasdan: kung nagcacagayo'y da...
noli,panaloc,2,B,23,23-141,"—ani tia Isabel sa anak na lalaki ng matandang talagang aacyat na sanang dala ang panaloc,—kinacaila..."
noli,calabaza,2,B,23,23-146,"Linilinis ng mga dalaga ang mga talbos ng calabaza, hinihimay ang mga patani at pinapuputolputol ang..."
noli,cainipan,2,B,23,23-147,Upang libangin ang cainipan ng mga nagmimithing makita kung paano lalabas sa kanilang bilangguan ang...
noli,Nangagpacpacan,2,B,23,23-149,"Nangagpacpacan ang mga kabataan, hinagcan siya ni Maria Clara: ang arda ang siyang instrumentong lal..."
noli,Victoriang,2,B,23,23-152,"Tumutol ang mga lalaki, at si Victoriang may mainam na voces ay dumaing na siya'y namamalat daw...."
noli,cahahampas,2,B,23,23-175,Sa gayo'y nagcaroon nga ng caunting caguluhan; siya'y pinahimpil ng mga ina sa cahahampas ng chinela...
noli,cacanta,2,B,23,23-184,"¡Ay, ako ma'y cacanta rin kung mangyayari sana!..."
noli,nilucso,2,B,23,23-265,"Tinicman ng buaya ang huling pagpipiglas, ibinalantoc ang catawa't saka ipinalo sa batalan ang malac..."
noli,nacacapit,2,A,23,23-270,"Lumucso sa malalim na tubigang binatang mangingisda na hawac ang kanyang guloc, sumunod sa kanya ang..."
noli,baac,2,B,23,23-271,Ang buong tiyang maputi nito'y baac at nacapaco sa lalamunan ang sundang....
noli,nacabalic,2,B,23,23-281,—¡Kung di ka sana nacabalic!...ang ibinulong ni Maria Clarang namumutla at nangangatal pa....
noli,cumikintab,2,B,23,23-294,"Umaaraw na; humihihip ang amihan: napupucaw at namamasag ang mga alon sa paliguid ng buaya, at nagta..."
noli,nacalilimot,2,B,23,23-296,"Muling tumunog ang musica: tumutugtog si Iday ng arpa, at ang mga lalaki nama'y mga acordeon at mga ..."
noli,lacre,2,B,24,24-2,"Tila mandin nawal-an ng ganang cumain ang carapatdapat na cura, dahil sa pagkabasa ng ilang sulat na..."
noli,tinicman,2,B,24,24-8,"Hindi man lamang sinalang ang pangalawang taza ng chocolate, hindi tinicman man lamang ang mga hojal..."
noli,maglacad,2,B,24,24-14,"Malaonlaon din siyang nagpalacadlacad sa casucalan ng mga gumagapang na damo, na kanyang pinangingil..."
noli,nangagcacagulo,2,B,24,24-44,Nacatanaw naman siya sa daco pa roon ng isang tulay na cawayan at sa dakong malayo'y mga lalaking na...
noli,calinisang,2,B,24,24-45,"At doon sa cabilang ibayo, sa isang calinisang kanilang hinawan, sa loob ng lilim ng isang palapalan..."
noli,nangagcacatipon,2,B,24,24-45,"At doon sa cabilang ibayo, sa isang calinisang kanilang hinawan, sa loob ng lilim ng isang palapalan..."
noli,Pacanin,2,B,24,24-89,—¡Pacanin ninyo ang cahabaghabag na babaeng iyan!...
noli,ipinangacong,2,B,24,24-109,—¡Hanapin ninyo ang babaeng iyan—ang ipinag-utos ni Crisostomo sa mga alilang lalaki:—Aking ipinanga...
noli,pagbabalic,2,B,24,24-137,Ang pagbabalic ng mga alilang nangagsabing hindi nila nasumpungan ang sira ang isip na babae ang siy...
noli,Jaque,2,B,24,24-151,"—""¡Jaque"" sa ""Hari!..."
noli,Casinungalingan,2,B,24,24-163,—¡Casinungalingan!...
noli,pagbabalacbalac,2,B,24,24-235,"Sa malaking catuwaan ni Ibarra, sa pagkapagbigay niya sa kanyang maguiguing asawang si Maria Clara n..."
noli,nacatitic,2,B,24,24-265,"Kinagat ng sargento ang kanyang mga bigote, at sa pagka't napagdilidili niyang siya ang lalong mahin..."
noli,magcamali,2,B,24,24-267,—Inyong talastasing naaangcap ang mga anyo't calagayang iyan sa siyam ng bawa't sampong dalisay na f...
noli,inacalang,2,B,24,24-277,"Sa galit ng alferez ay inacalang siya'y ipatahac, ngunit cumuha ang tao ng caputol na kahoy at pinac..."
noli,nacayucod,2,B,25,25-5,"Ang unang nakita niya'y ang matanda, na nacayucod sa isang libro na tila mandin kanyang sinusulatan...."
noli,susunuguin,2,B,25,25-31,"Kung mababasa ng mga tao ngayon ang aking mga sinusulat ay kanilang susunuguin ang aking mga aclat, ..."
noli,pacabutihin,2,B,25,25-42,"Inuulit kong kung hindi nga lamang sa cahirapan ng pagdidibujo na kinacailangang pacabutihin, halos ..."
noli,nacasulat,2,B,25,25-47,—Dahil po sa isang magaang na paraan: may ilang taon na ngayong bago sila umalis ay itinatali ko sa ...
noli,bagabaguin,2,B,25,25-60,Kung gaano ang catalasan ng isip ng Musa ng Guardia Civil ay gayon din ang catampalasanan ng kanyang...
noli,caninong,2,B,25,25-62,"Masama raw babae si doña Consolacion, at walang nacacaalam kung caninong kamay siya nanggaling!..."
noli,pagcuha,2,B,25,25-64,"Ngumiti ng caunti si Ibarra, saka sumagot, casabay ang pagcuha sa kanyang cartera ng ilang mga papel..."
noli,nangguiguilid,2,B,25,25-70,"Sinisiyasat ni matandang Tasiong sa mga mata'y nangguiguilid ang mga luha, ang mga planong na sa kan..."
noli,magpacunuwari,2,B,25,25-85,"—Ang icalawang maihahatol ko sa inyo'y magtanong po kayo sa cura, sa gobernadorcillo, sa lahat ng mg..."
noli,macapaniwala,2,A,25,25-101,"—Baga man sa inyong sabi,—ang tugon ng binata, hindi ako macapaniwala sa capangyarihang iyang sinabi..."
noli,matatacutin,2,B,25,25-106,"Tinatacot ang Gobierno sa panghihimagsik ng bayan, at tinatacot ang bayan sa mga hucbo ng Gobierno: ..."
noli,himutoc,2,B,25,25-113,"¡Pagka naliwanagan ng sicat ng araw ang carumaldumal na anak ng mga cadiliman, kung magcagayo'y dara..."
noli,capaslangang,2,B,25,25-118,"Tunay nga't may mga capaslangang nagagawa, hindi ko rin naman icacailang siya'y may mga caculangan; ..."
noli,licura'y,2,B,25,25-122,"Hindi lamang ito, sacali't pumarito ang isang ginoong may mataas na catungculang may taglay na mga d..."
noli,hinahawacan,2,B,25,25-123,Nadidilidili naman ng camahalan niyang kinailangang siya'y magpatulo ng maraming pawis at magcahirap...
noli,pagkaunlac,2,B,25,25-126,"Upang tumimyas ang dangal ay kinacailangan umalingawngaw sa mga tainga ng ating mga iniibig, sa hang..."
noli,macapagpapaalaala,2,A,25,25-126,"Upang tumimyas ang dangal ay kinacailangan umalingawngaw sa mga tainga ng ating mga iniibig, sa hang..."
noli,cagawad,2,B,25,25-132,"May mga cagawad ang Pamahalaang walang cabuluhan, masasama, kung ito ang ibig ninyong aking sabihin,..."
noli,ilagpac,2,B,25,25-134,"—Tunay nga, at ito rin ang aking inuulit, sa pagka't dito'y kinacailangang ibaba ang ulo o pabayaang..."
noli,malawac,2,B,25,25-155,Isang hanging malamig na pangunahin ng timog ang siyang humihihip; nalalatag sa mga mata niya ang ha...
noli,cupang,2,B,25,25-161,"Tan-awain po ninyo roon ang lubhang mayabong na kahoy na ""cupang"" na iyon, na iguinagalaw ng buong c..."
noli,icabubuhay,2,B,25,25-163,"Kung dinala ko rito ang kahoy na iyang malaki na't sagana sa buhay, wala ngang salang hindi sana siy..."
noli,sumacay,2,B,25,25-183,"Nagpaalam sa matandang lalaki, sumacay sa kabayo at yumao...."
